parcel_id;zona_provincia;tipo_olivar;riego;superficie_ha;variedad;estado_fenologico;tipo_suelo;drenaje;pendiente_%;distancia_rio_m;altitud_m;rain_72h_mm;rain_7d_mm;temp_media_7d;humedad_suelo_%;profundidad_suelo_cm;materia_organica_%;rendimiento_esperado_kg_ha;precio_mercado_eur_kg;coste_variable_ha;duracion_encharcamiento_dias;_ready_for_ml;_cols_complete;_n_parcelas_ov
Olivo_Rabanales_P001;;Intensivo;Secano;5.0257;Arbequina;Floracion;Franco-arcilloso;Moderado;;590;;0.0;0.0;27.7;9.3;85;5.33;;4.2;650.0;0.0;False;18;2
Olivo_Rabanales_P002;;Superintensivo;Secano;8.457;Cornicabra;Brotacion;Franco-arcilloso;Moderado;;324;;0.0;0.0;27.8;9.3;85;5.48;;3.8;850.0;0.0;False;18;2
