parcel_uid;parcel_id;client_id;lat;lon;clay_%;sand_%;silt_%;soc_g_kg;materia_organica_%;cfvo_%;tipo_suelo;drenaje;profundidad_suelo_cm;soil_source;soil_updated_at;soil_status;soil_error
geo_e66b8afa4f851d24;Olivo_Rabanales_P001;Olivo_Rabanales;37.93309707887389;-4.718101266828374;30.65;35.9;33.4;30.9;5.33;15.8;Franco-arcilloso;Moderado;85;soilgrids-v2;2026-06-06T10:39:59;ok;
geo_f21a0d8e01ec65a6;Olivo_Rabanales_P002;Olivo_Rabanales;37.93514844895201;-4.716528430432763;31.55;35.05;33.4;31.8;5.48;15.9;Franco-arcilloso;Moderado;85;soilgrids-v2;2026-06-06T10:39:59;ok;
